тип_массива,размер,алгоритм,threshold,время_мкс
reversed,57300,merge,0,1209
reversed,57300,hybrid,5,976
reversed,57300,hybrid,10,866
reversed,57300,hybrid,20,840
reversed,57300,hybrid,30,861
reversed,57300,hybrid,50,854
almost,57300,merge,0,1676
almost,57300,hybrid,5,1460
almost,57300,hybrid,10,1371
almost,57300,hybrid,20,1303
almost,57300,hybrid,30,1234
almost,57300,hybrid,50,1232
random,57400,merge,0,2143
random,57400,hybrid,5,1936
random,57400,hybrid,10,1878
random,57400,hybrid,20,1832
random,57400,hybrid,30,1786
random,57400,hybrid,50,1749
reversed,57400,merge,0,1193
reversed,57400,hybrid,5,980
reversed,57400,hybrid,10,853
reversed,57400,hybrid,20,828
reversed,57400,hybrid,30,867
reversed,57400,hybrid,50,854
almost,57400,merge,0,1697
almost,57400,hybrid,5,1478
almost,57400,hybrid,10,1381
almost,57400,hybrid,20,1316
almost,57400,hybrid,30,1249
almost,57400,hybrid,50,1244
random,57500,merge,0,2175
random,57500,hybrid,5,1964
random,57500,hybrid,10,1898
random,57500,hybrid,20,1852
random,57500,hybrid,30,1816
random,57500,hybrid,50,1770
reversed,57500,merge,0,1198
reversed,57500,hybrid,5,1004
reversed,57500,hybrid,10,890
reversed,57500,hybrid,20,833
reversed,57500,hybrid,30,902
reversed,57500,hybrid,50,867
almost,57500,merge,0,1690
almost,57500,hybrid,5,1480
almost,57500,hybrid,10,1396
almost,57500,hybrid,20,1310
almost,57500,hybrid,30,1240
almost,57500,hybrid,50,1240
random,57600,merge,0,2158
random,57600,hybrid,5,1942
random,57600,hybrid,10,1888
random,57600,hybrid,20,1839
random,57600,hybrid,30,1791
random,57600,hybrid,50,1743
reversed,57600,merge,0,1205
reversed,57600,hybrid,5,998
reversed,57600,hybrid,10,864
reversed,57600,hybrid,20,848
reversed,57600,hybrid,30,859
reversed,57600,hybrid,50,877
almost,57600,merge,0,1676
almost,57600,hybrid,5,1461
almost,57600,hybrid,10,1358
almost,57600,hybrid,20,1295
almost,57600,hybrid,30,1226
almost,57600,hybrid,50,1227
random,57700,merge,0,2161
random,57700,hybrid,5,1953
random,57700,hybrid,10,1905
random,57700,hybrid,20,1860
random,57700,hybrid,30,1806
random,57700,hybrid,50,1767
reversed,57700,merge,0,1226
reversed,57700,hybrid,5,1002
reversed,57700,hybrid,10,925
reversed,57700,hybrid,20,863
reversed,57700,hybrid,30,910
reversed,57700,hybrid,50,888
almost,57700,merge,0,1689
almost,57700,hybrid,5,1476
almost,57700,hybrid,10,1390
almost,57700,hybrid,20,1321
almost,57700,hybrid,30,1258
almost,57700,hybrid,50,1252
random,57800,merge,0,2188
random,57800,hybrid,5,1972
random,57800,hybrid,10,1910
random,57800,hybrid,20,1872
random,57800,hybrid,30,1809
random,57800,hybrid,50,1767
reversed,57800,merge,0,1246
reversed,57800,hybrid,5,1007
reversed,57800,hybrid,10,918
reversed,57800,hybrid,20,874
reversed,57800,hybrid,30,906
reversed,57800,hybrid,50,906
almost,57800,merge,0,1686
almost,57800,hybrid,5,1486
almost,57800,hybrid,10,1405
almost,57800,hybrid,20,1330
almost,57800,hybrid,30,1252
almost,57800,hybrid,50,1248
random,57900,merge,0,2189
random,57900,hybrid,5,1964
random,57900,hybrid,10,1926
random,57900,hybrid,20,1865
random,57900,hybrid,30,1864
random,57900,hybrid,50,1882
reversed,57900,merge,0,1236
reversed,57900,hybrid,5,1038
reversed,57900,hybrid,10,878
reversed,57900,hybrid,20,880
reversed,57900,hybrid,30,893
reversed,57900,hybrid,50,877
almost,57900,merge,0,1662
almost,57900,hybrid,5,1485
almost,57900,hybrid,10,1382
almost,57900,hybrid,20,1305
almost,57900,hybrid,30,1256
almost,57900,hybrid,50,1244
random,58000,merge,0,2175
random,58000,hybrid,5,1962
random,58000,hybrid,10,1907
random,58000,hybrid,20,1864
random,58000,hybrid,30,1817
random,58000,hybrid,50,1769
reversed,58000,merge,0,1198
reversed,58000,hybrid,5,1012
reversed,58000,hybrid,10,880
reversed,58000,hybrid,20,883
reversed,58000,hybrid,30,893
reversed,58000,hybrid,50,887
almost,58000,merge,0,1676
almost,58000,hybrid,5,1480
almost,58000,hybrid,10,1397
almost,58000,hybrid,20,1308
almost,58000,hybrid,30,1250
almost,58000,hybrid,50,1245
random,58100,merge,0,2184
random,58100,hybrid,5,1970
random,58100,hybrid,10,1922
random,58100,hybrid,20,1867
random,58100,hybrid,30,1818
random,58100,hybrid,50,1769
reversed,58100,merge,0,1223
reversed,58100,hybrid,5,1019
reversed,58100,hybrid,10,917
reversed,58100,hybrid,20,866
reversed,58100,hybrid,30,893
reversed,58100,hybrid,50,880
almost,58100,merge,0,1692
almost,58100,hybrid,5,1492
almost,58100,hybrid,10,1398
almost,58100,hybrid,20,1319
almost,58100,hybrid,30,1260
almost,58100,hybrid,50,1244
random,58200,merge,0,2196
random,58200,hybrid,5,1974
random,58200,hybrid,10,1928
random,58200,hybrid,20,1874
random,58200,hybrid,30,1812
random,58200,hybrid,50,1775
reversed,58200,merge,0,1225
reversed,58200,hybrid,5,1025
reversed,58200,hybrid,10,902
reversed,58200,hybrid,20,879
reversed,58200,hybrid,30,908
reversed,58200,hybrid,50,907
almost,58200,merge,0,1678
almost,58200,hybrid,5,1490
almost,58200,hybrid,10,1390
almost,58200,hybrid,20,1351
almost,58200,hybrid,30,1259
almost,58200,hybrid,50,1256
random,58300,merge,0,2196
random,58300,hybrid,5,1981
random,58300,hybrid,10,1938
random,58300,hybrid,20,1888
random,58300,hybrid,30,1821
random,58300,hybrid,50,1779
reversed,58300,merge,0,1223
reversed,58300,hybrid,5,1017
reversed,58300,hybrid,10,913
reversed,58300,hybrid,20,896
reversed,58300,hybrid,30,921
reversed,58300,hybrid,50,926
almost,58300,merge,0,1746
almost,58300,hybrid,5,1515
almost,58300,hybrid,10,1405
almost,58300,hybrid,20,1313
almost,58300,hybrid,30,1243
almost,58300,hybrid,50,1313
random,58400,merge,0,2229
random,58400,hybrid,5,1983
random,58400,hybrid,10,1926
random,58400,hybrid,20,1881
random,58400,hybrid,30,1821
random,58400,hybrid,50,1772
reversed,58400,merge,0,1223
reversed,58400,hybrid,5,1329
reversed,58400,hybrid,10,978
reversed,58400,hybrid,20,868
reversed,58400,hybrid,30,879
reversed,58400,hybrid,50,897
almost,58400,merge,0,1734
almost,58400,hybrid,5,1664
almost,58400,hybrid,10,1543
almost,58400,hybrid,20,1409
almost,58400,hybrid,30,1290
almost,58400,hybrid,50,1372
random,58500,merge,0,2506
random,58500,hybrid,5,2561
random,58500,hybrid,10,2375
random,58500,hybrid,20,1986
random,58500,hybrid,30,1889
random,58500,hybrid,50,1912
reversed,58500,merge,0,1275
reversed,58500,hybrid,5,1067
reversed,58500,hybrid,10,944
reversed,58500,hybrid,20,1026
reversed,58500,hybrid,30,956
reversed,58500,hybrid,50,1055
almost,58500,merge,0,1986
almost,58500,hybrid,5,1677
almost,58500,hybrid,10,1567
almost,58500,hybrid,20,1471
almost,58500,hybrid,30,1295
almost,58500,hybrid,50,1318
random,58600,merge,0,2275
random,58600,hybrid,5,2035
random,58600,hybrid,10,1918
random,58600,hybrid,20,1883
random,58600,hybrid,30,1833
random,58600,hybrid,50,1791
reversed,58600,merge,0,1294
reversed,58600,hybrid,5,1034
reversed,58600,hybrid,10,921
reversed,58600,hybrid,20,903
reversed,58600,hybrid,30,915
reversed,58600,hybrid,50,889
almost,58600,merge,0,1717
almost,58600,hybrid,5,1498
almost,58600,hybrid,10,1422
almost,58600,hybrid,20,1392
almost,58600,hybrid,30,1271
almost,58600,hybrid,50,1273
random,58700,merge,0,2221
random,58700,hybrid,5,2025
random,58700,hybrid,10,1989
random,58700,hybrid,20,1954
random,58700,hybrid,30,1881
random,58700,hybrid,50,1845
reversed,58700,merge,0,1263
reversed,58700,hybrid,5,1060
reversed,58700,hybrid,10,936
reversed,58700,hybrid,20,907
reversed,58700,hybrid,30,951
reversed,58700,hybrid,50,891
almost,58700,merge,0,1715
almost,58700,hybrid,5,1528
almost,58700,hybrid,10,1514
almost,58700,hybrid,20,1607
almost,58700,hybrid,30,2278
almost,58700,hybrid,50,1372
random,58800,merge,0,2731
random,58800,hybrid,5,2592
random,58800,hybrid,10,2518
random,58800,hybrid,20,1948
random,58800,hybrid,30,1925
random,58800,hybrid,50,1882
reversed,58800,merge,0,1315
reversed,58800,hybrid,5,1068
reversed,58800,hybrid,10,936
reversed,58800,hybrid,20,937
reversed,58800,hybrid,30,921
reversed,58800,hybrid,50,920
almost,58800,merge,0,1776
almost,58800,hybrid,5,1563
almost,58800,hybrid,10,1466
almost,58800,hybrid,20,1387
almost,58800,hybrid,30,1328
almost,58800,hybrid,50,1333
random,58900,merge,0,2310
random,58900,hybrid,5,2068
random,58900,hybrid,10,1948
random,58900,hybrid,20,1911
random,58900,hybrid,30,1863
random,58900,hybrid,50,1800
reversed,58900,merge,0,1307
reversed,58900,hybrid,5,1051
reversed,58900,hybrid,10,908
reversed,58900,hybrid,20,891
reversed,58900,hybrid,30,925
reversed,58900,hybrid,50,906
almost,58900,merge,0,1727
almost,58900,hybrid,5,1518
almost,58900,hybrid,10,1449
almost,58900,hybrid,20,1413
almost,58900,hybrid,30,1322
almost,58900,hybrid,50,1280
random,59000,merge,0,2296
random,59000,hybrid,5,2078
random,59000,hybrid,10,2032
random,59000,hybrid,20,1902
random,59000,hybrid,30,1892
random,59000,hybrid,50,1846
reversed,59000,merge,0,1259
reversed,59000,hybrid,5,1031
reversed,59000,hybrid,10,913
reversed,59000,hybrid,20,923
reversed,59000,hybrid,30,920
reversed,59000,hybrid,50,885
almost,59000,merge,0,1757
almost,59000,hybrid,5,1531
almost,59000,hybrid,10,1434
almost,59000,hybrid,20,1365
almost,59000,hybrid,30,1286
almost,59000,hybrid,50,1293
random,59100,merge,0,2249
random,59100,hybrid,5,2051
random,59100,hybrid,10,1998
random,59100,hybrid,20,1924
random,59100,hybrid,30,1862
random,59100,hybrid,50,1858
reversed,59100,merge,0,1281
reversed,59100,hybrid,5,1034
reversed,59100,hybrid,10,940
reversed,59100,hybrid,20,885
reversed,59100,hybrid,30,920
reversed,59100,hybrid,50,884
almost,59100,merge,0,1744
almost,59100,hybrid,5,1556
almost,59100,hybrid,10,1439
almost,59100,hybrid,20,1407
almost,59100,hybrid,30,1315
almost,59100,hybrid,50,1289
random,59200,merge,0,2239
random,59200,hybrid,5,2032
random,59200,hybrid,10,1982
random,59200,hybrid,20,1901
random,59200,hybrid,30,1876
random,59200,hybrid,50,1817
reversed,59200,merge,0,1272
reversed,59200,hybrid,5,1017
reversed,59200,hybrid,10,896
reversed,59200,hybrid,20,887
reversed,59200,hybrid,30,897
reversed,59200,hybrid,50,910
almost,59200,merge,0,1706
almost,59200,hybrid,5,1494
almost,59200,hybrid,10,1379
almost,59200,hybrid,20,1339
almost,59200,hybrid,30,1247
almost,59200,hybrid,50,1247
random,59300,merge,0,2289
random,59300,hybrid,5,2022
random,59300,hybrid,10,1984
random,59300,hybrid,20,1903
random,59300,hybrid,30,1866
random,59300,hybrid,50,1849
reversed,59300,merge,0,1254
reversed,59300,hybrid,5,1018
reversed,59300,hybrid,10,911
reversed,59300,hybrid,20,896
reversed,59300,hybrid,30,904
reversed,59300,hybrid,50,893
almost,59300,merge,0,1730
almost,59300,hybrid,5,1516
almost,59300,hybrid,10,1431
almost,59300,hybrid,20,1344
almost,59300,hybrid,30,1276
almost,59300,hybrid,50,1268
random,59400,merge,0,2233
random,59400,hybrid,5,2017
random,59400,hybrid,10,1963
random,59400,hybrid,20,1906
random,59400,hybrid,30,1853
random,59400,hybrid,50,1810
reversed,59400,merge,0,1239
reversed,59400,hybrid,5,1026
reversed,59400,hybrid,10,910
reversed,59400,hybrid,20,891
reversed,59400,hybrid,30,884
reversed,59400,hybrid,50,872
almost,59400,merge,0,1706
almost,59400,hybrid,5,1507
almost,59400,hybrid,10,1405
almost,59400,hybrid,20,1356
almost,59400,hybrid,30,1273
almost,59400,hybrid,50,1258
random,59500,merge,0,2241
random,59500,hybrid,5,2033
random,59500,hybrid,10,1980
random,59500,hybrid,20,1909
random,59500,hybrid,30,1884
random,59500,hybrid,50,1817
reversed,59500,merge,0,1235
reversed,59500,hybrid,5,1032
reversed,59500,hybrid,10,891
reversed,59500,hybrid,20,926
reversed,59500,hybrid,30,924
reversed,59500,hybrid,50,926
almost,59500,merge,0,1740
almost,59500,hybrid,5,1529
almost,59500,hybrid,10,1427
almost,59500,hybrid,20,1343
almost,59500,hybrid,30,1280
almost,59500,hybrid,50,1277
random,59600,merge,0,2245
random,59600,hybrid,5,2022
random,59600,hybrid,10,1976
random,59600,hybrid,20,1928
random,59600,hybrid,30,1867
random,59600,hybrid,50,1831
reversed,59600,merge,0,1237
reversed,59600,hybrid,5,1011
reversed,59600,hybrid,10,918
reversed,59600,hybrid,20,896
reversed,59600,hybrid,30,908
reversed,59600,hybrid,50,912
almost,59600,merge,0,1720
almost,59600,hybrid,5,1522
almost,59600,hybrid,10,1441
almost,59600,hybrid,20,1355
almost,59600,hybrid,30,1295
almost,59600,hybrid,50,1282
random,59700,merge,0,2257
random,59700,hybrid,5,2033
random,59700,hybrid,10,1983
random,59700,hybrid,20,1925
random,59700,hybrid,30,1870
random,59700,hybrid,50,1826
reversed,59700,merge,0,1247
reversed,59700,hybrid,5,1043
reversed,59700,hybrid,10,919
reversed,59700,hybrid,20,905
reversed,59700,hybrid,30,904
reversed,59700,hybrid,50,914
almost,59700,merge,0,1743
almost,59700,hybrid,5,1525
almost,59700,hybrid,10,1419
almost,59700,hybrid,20,1360
almost,59700,hybrid,30,1364
almost,59700,hybrid,50,1282
random,59800,merge,0,2279
random,59800,hybrid,5,2050
random,59800,hybrid,10,1998
random,59800,hybrid,20,1920
random,59800,hybrid,30,1871
random,59800,hybrid,50,1824
reversed,59800,merge,0,1265
reversed,59800,hybrid,5,1036
reversed,59800,hybrid,10,918
reversed,59800,hybrid,20,908
reversed,59800,hybrid,30,932
reversed,59800,hybrid,50,902
almost,59800,merge,0,1720
almost,59800,hybrid,5,1516
almost,59800,hybrid,10,1413
almost,59800,hybrid,20,1362
almost,59800,hybrid,30,1290
almost,59800,hybrid,50,1298
random,59900,merge,0,2275
random,59900,hybrid,5,2041
random,59900,hybrid,10,1990
random,59900,hybrid,20,1924
random,59900,hybrid,30,1877
random,59900,hybrid,50,1828
reversed,59900,merge,0,1261
reversed,59900,hybrid,5,1069
reversed,59900,hybrid,10,943
reversed,59900,hybrid,20,914
reversed,59900,hybrid,30,964
reversed,59900,hybrid,50,931
almost,59900,merge,0,1745
almost,59900,hybrid,5,1589
almost,59900,hybrid,10,1437
almost,59900,hybrid,20,1359
almost,59900,hybrid,30,1306
almost,59900,hybrid,50,1278
random,60000,merge,0,2297
random,60000,hybrid,5,2035
random,60000,hybrid,10,1993
random,60000,hybrid,20,1927
random,60000,hybrid,30,1880
random,60000,hybrid,50,1835
reversed,60000,merge,0,1281
reversed,60000,hybrid,5,1049
reversed,60000,hybrid,10,928
reversed,60000,hybrid,20,919
reversed,60000,hybrid,30,890
reversed,60000,hybrid,50,868
almost,60000,merge,0,1731
almost,60000,hybrid,5,1521
almost,60000,hybrid,10,1416
almost,60000,hybrid,20,1356
almost,60000,hybrid,30,1288
almost,60000,hybrid,50,1289
random,60100,merge,0,2301
random,60100,hybrid,5,2124
random,60100,hybrid,10,2023
random,60100,hybrid,20,1945
random,60100,hybrid,30,1901
random,60100,hybrid,50,1862
reversed,60100,merge,0,1280
reversed,60100,hybrid,5,1046
reversed,60100,hybrid,10,952
reversed,60100,hybrid,20,937
reversed,60100,hybrid,30,930
reversed,60100,hybrid,50,904
almost,60100,merge,0,1810
almost,60100,hybrid,5,1550
almost,60100,hybrid,10,1488
almost,60100,hybrid,20,1381
almost,60100,hybrid,30,1326
almost,60100,hybrid,50,1333
random,60200,merge,0,2307
random,60200,hybrid,5,2102
random,60200,hybrid,10,2047
random,60200,hybrid,20,1965
random,60200,hybrid,30,1911
random,60200,hybrid,50,1877
reversed,60200,merge,0,1261
reversed,60200,hybrid,5,1056
reversed,60200,hybrid,10,931
reversed,60200,hybrid,20,901
reversed,60200,hybrid,30,921
reversed,60200,hybrid,50,909
almost,60200,merge,0,1768
almost,60200,hybrid,5,1552
almost,60200,hybrid,10,1440
almost,60200,hybrid,20,1367
almost,60200,hybrid,30,1317
almost,60200,hybrid,50,1289
random,60300,merge,0,2316
random,60300,hybrid,5,2118
random,60300,hybrid,10,2045
random,60300,hybrid,20,1982
random,60300,hybrid,30,1900
random,60300,hybrid,50,1921
reversed,60300,merge,0,1268
reversed,60300,hybrid,5,1095
reversed,60300,hybrid,10,915
reversed,60300,hybrid,20,921
reversed,60300,hybrid,30,909
reversed,60300,hybrid,50,883
almost,60300,merge,0,1746
almost,60300,hybrid,5,1552
almost,60300,hybrid,10,1454
almost,60300,hybrid,20,1398
almost,60300,hybrid,30,1301
almost,60300,hybrid,50,1299
random,60400,merge,0,2310
random,60400,hybrid,5,2085
random,60400,hybrid,10,2027
random,60400,hybrid,20,1970
random,60400,hybrid,30,1907
random,60400,hybrid,50,1871
reversed,60400,merge,0,1261
reversed,60400,hybrid,5,1058
reversed,60400,hybrid,10,980
reversed,60400,hybrid,20,917
reversed,60400,hybrid,30,912
reversed,60400,hybrid,50,901
almost,60400,merge,0,1755
almost,60400,hybrid,5,1535
almost,60400,hybrid,10,1449
almost,60400,hybrid,20,1370
almost,60400,hybrid,30,1327
almost,60400,hybrid,50,1286
random,60500,merge,0,2318
random,60500,hybrid,5,2087
random,60500,hybrid,10,2046
random,60500,hybrid,20,1959
random,60500,hybrid,30,1917
random,60500,hybrid,50,1894
reversed,60500,merge,0,1303
reversed,60500,hybrid,5,1051
reversed,60500,hybrid,10,930
reversed,60500,hybrid,20,921
reversed,60500,hybrid,30,949
reversed,60500,hybrid,50,932
almost,60500,merge,0,1758
almost,60500,hybrid,5,1551
almost,60500,hybrid,10,1448
almost,60500,hybrid,20,1411
almost,60500,hybrid,30,1308
almost,60500,hybrid,50,1322
random,60600,merge,0,2312
random,60600,hybrid,5,2120
random,60600,hybrid,10,2053
random,60600,hybrid,20,1992
random,60600,hybrid,30,1953
random,60600,hybrid,50,1930
reversed,60600,merge,0,1338
reversed,60600,hybrid,5,1056
reversed,60600,hybrid,10,962
reversed,60600,hybrid,20,943
reversed,60600,hybrid,30,913
reversed,60600,hybrid,50,914
almost,60600,merge,0,1773
almost,60600,hybrid,5,1551
almost,60600,hybrid,10,1467
almost,60600,hybrid,20,1395
almost,60600,hybrid,30,1330
almost,60600,hybrid,50,1314
random,60700,merge,0,2365
random,60700,hybrid,5,2100
random,60700,hybrid,10,2071
random,60700,hybrid,20,2155
random,60700,hybrid,30,1960
random,60700,hybrid,50,1958
reversed,60700,merge,0,1286
reversed,60700,hybrid,5,1128
reversed,60700,hybrid,10,958
reversed,60700,hybrid,20,935
reversed,60700,hybrid,30,908
reversed,60700,hybrid,50,946
almost,60700,merge,0,1783
almost,60700,hybrid,5,1579
almost,60700,hybrid,10,1455
almost,60700,hybrid,20,1415
almost,60700,hybrid,30,1333
almost,60700,hybrid,50,1317
random,60800,merge,0,2305
random,60800,hybrid,5,2128
random,60800,hybrid,10,2066
random,60800,hybrid,20,1970
random,60800,hybrid,30,1923
random,60800,hybrid,50,1895
reversed,60800,merge,0,1332
reversed,60800,hybrid,5,1060
reversed,60800,hybrid,10,920
reversed,60800,hybrid,20,953
reversed,60800,hybrid,30,914
reversed,60800,hybrid,50,923
almost,60800,merge,0,1785
almost,60800,hybrid,5,1527
almost,60800,hybrid,10,1453
almost,60800,hybrid,20,1374
almost,60800,hybrid,30,1337
almost,60800,hybrid,50,1330
random,60900,merge,0,2327
random,60900,hybrid,5,2095
random,60900,hybrid,10,2028
random,60900,hybrid,20,1995
random,60900,hybrid,30,1919
random,60900,hybrid,50,1929
reversed,60900,merge,0,1288
reversed,60900,hybrid,5,1078
reversed,60900,hybrid,10,944
reversed,60900,hybrid,20,926
reversed,60900,hybrid,30,938
reversed,60900,hybrid,50,915
almost,60900,merge,0,1767
almost,60900,hybrid,5,1564
almost,60900,hybrid,10,1448
almost,60900,hybrid,20,1408
almost,60900,hybrid,30,1319
almost,60900,hybrid,50,1309
random,61000,merge,0,2300
random,61000,hybrid,5,2083
random,61000,hybrid,10,2035
random,61000,hybrid,20,2002
random,61000,hybrid,30,1914
random,61000,hybrid,50,5714
reversed,61000,merge,0,5126
reversed,61000,hybrid,5,1661
reversed,61000,hybrid,10,1260
reversed,61000,hybrid,20,952
reversed,61000,hybrid,30,969
reversed,61000,hybrid,50,932
almost,61000,merge,0,1765
almost,61000,hybrid,5,1553
almost,61000,hybrid,10,1500
almost,61000,hybrid,20,1416
almost,61000,hybrid,30,1308
almost,61000,hybrid,50,1344
random,61100,merge,0,2394
random,61100,hybrid,5,2137
random,61100,hybrid,10,2056
random,61100,hybrid,20,2015
random,61100,hybrid,30,1931
random,61100,hybrid,50,1989
reversed,61100,merge,0,1283
reversed,61100,hybrid,5,1131
reversed,61100,hybrid,10,954
reversed,61100,hybrid,20,950
reversed,61100,hybrid,30,951
reversed,61100,hybrid,50,925
almost,61100,merge,0,1768
almost,61100,hybrid,5,1564
almost,61100,hybrid,10,1458
almost,61100,hybrid,20,1409
almost,61100,hybrid,30,1334
almost,61100,hybrid,50,1323
random,61200,merge,0,2302
random,61200,hybrid,5,2102
random,61200,hybrid,10,2076
random,61200,hybrid,20,1965
random,61200,hybrid,30,1961
random,61200,hybrid,50,1906
reversed,61200,merge,0,1273
reversed,61200,hybrid,5,1057
reversed,61200,hybrid,10,923
reversed,61200,hybrid,20,968
reversed,61200,hybrid,30,929
reversed,61200,hybrid,50,960
almost,61200,merge,0,1774
almost,61200,hybrid,5,1528
almost,61200,hybrid,10,1450
almost,61200,hybrid,20,1388
almost,61200,hybrid,30,1314
almost,61200,hybrid,50,1306
random,61300,merge,0,2341
random,61300,hybrid,5,2116
random,61300,hybrid,10,2028
random,61300,hybrid,20,1999
random,61300,hybrid,30,1970
random,61300,hybrid,50,1976
reversed,61300,merge,0,1290
reversed,61300,hybrid,5,1106
reversed,61300,hybrid,10,957
reversed,61300,hybrid,20,970
reversed,61300,hybrid,30,973
reversed,61300,hybrid,50,950
almost,61300,merge,0,1782
almost,61300,hybrid,5,1554
almost,61300,hybrid,10,1450
almost,61300,hybrid,20,1411
almost,61300,hybrid,30,1318
almost,61300,hybrid,50,1319
random,61400,merge,0,2336
random,61400,hybrid,5,2122
random,61400,hybrid,10,2058
random,61400,hybrid,20,1972
random,61400,hybrid,30,1940
random,61400,hybrid,50,1953
reversed,61400,merge,0,1327
reversed,61400,hybrid,5,1121
reversed,61400,hybrid,10,983
reversed,61400,hybrid,20,990
reversed,61400,hybrid,30,951
reversed,61400,hybrid,50,927
almost,61400,merge,0,1898
almost,61400,hybrid,5,1604
almost,61400,hybrid,10,1525
almost,61400,hybrid,20,1411
almost,61400,hybrid,30,1369
almost,61400,hybrid,50,1349
random,61500,merge,0,2345
random,61500,hybrid,5,2124
random,61500,hybrid,10,2059
random,61500,hybrid,20,2041
random,61500,hybrid,30,1954
random,61500,hybrid,50,2293
reversed,61500,merge,0,1333
reversed,61500,hybrid,5,1071
reversed,61500,hybrid,10,977
reversed,61500,hybrid,20,936
reversed,61500,hybrid,30,1023
reversed,61500,hybrid,50,945
almost,61500,merge,0,1793
almost,61500,hybrid,5,1558
almost,61500,hybrid,10,1479
almost,61500,hybrid,20,1427
almost,61500,hybrid,30,1343
almost,61500,hybrid,50,1372
random,61600,merge,0,2347
random,61600,hybrid,5,2114
random,61600,hybrid,10,2056
random,61600,hybrid,20,2012
random,61600,hybrid,30,1932
random,61600,hybrid,50,1929
reversed,61600,merge,0,1257
reversed,61600,hybrid,5,1085
reversed,61600,hybrid,10,955
reversed,61600,hybrid,20,913
reversed,61600,hybrid,30,960
reversed,61600,hybrid,50,944
almost,61600,merge,0,1768
almost,61600,hybrid,5,1555
almost,61600,hybrid,10,1445
almost,61600,hybrid,20,1407
almost,61600,hybrid,30,1344
almost,61600,hybrid,50,1311
random,61700,merge,0,2319
random,61700,hybrid,5,2140
random,61700,hybrid,10,2078
random,61700,hybrid,20,1997
random,61700,hybrid,30,1997
random,61700,hybrid,50,1953
reversed,61700,merge,0,1287
reversed,61700,hybrid,5,1063
reversed,61700,hybrid,10,959
reversed,61700,hybrid,20,928
reversed,61700,hybrid,30,935
reversed,61700,hybrid,50,941
almost,61700,merge,0,1796
almost,61700,hybrid,5,1540
almost,61700,hybrid,10,1489
almost,61700,hybrid,20,1404
almost,61700,hybrid,30,1390
almost,61700,hybrid,50,1338
random,61800,merge,0,2324
random,61800,hybrid,5,2138
random,61800,hybrid,10,2058
random,61800,hybrid,20,1996
random,61800,hybrid,30,1996
random,61800,hybrid,50,1949
reversed,61800,merge,0,1349
reversed,61800,hybrid,5,1065
reversed,61800,hybrid,10,937
reversed,61800,hybrid,20,947
reversed,61800,hybrid,30,948
reversed,61800,hybrid,50,953
almost,61800,merge,0,1810
almost,61800,hybrid,5,1536
almost,61800,hybrid,10,1442
almost,61800,hybrid,20,1432
almost,61800,hybrid,30,1371
almost,61800,hybrid,50,1364
random,61900,merge,0,2437
random,61900,hybrid,5,2201
random,61900,hybrid,10,2090
random,61900,hybrid,20,2045
random,61900,hybrid,30,1991
random,61900,hybrid,50,1940
reversed,61900,merge,0,1299
reversed,61900,hybrid,5,1090
reversed,61900,hybrid,10,945
reversed,61900,hybrid,20,958
reversed,61900,hybrid,30,995
reversed,61900,hybrid,50,994
almost,61900,merge,0,1812
almost,61900,hybrid,5,1544
almost,61900,hybrid,10,1473
almost,61900,hybrid,20,1399
almost,61900,hybrid,30,1336
almost,61900,hybrid,50,1338
random,62000,merge,0,2352
random,62000,hybrid,5,2778
random,62000,hybrid,10,2165
random,62000,hybrid,20,2154
random,62000,hybrid,30,2147
random,62000,hybrid,50,2288
reversed,62000,merge,0,1470
reversed,62000,hybrid,5,1158
reversed,62000,hybrid,10,1244
reversed,62000,hybrid,20,1065
reversed,62000,hybrid,30,1039
reversed,62000,hybrid,50,1060
almost,62000,merge,0,2025
almost,62000,hybrid,5,1709
almost,62000,hybrid,10,1549
almost,62000,hybrid,20,1503
almost,62000,hybrid,30,1459
almost,62000,hybrid,50,1380
random,62100,merge,0,2554
random,62100,hybrid,5,2341
random,62100,hybrid,10,2380
random,62100,hybrid,20,2141
random,62100,hybrid,30,2128
random,62100,hybrid,50,2106
reversed,62100,merge,0,1345
reversed,62100,hybrid,5,1186
reversed,62100,hybrid,10,1044
reversed,62100,hybrid,20,978
reversed,62100,hybrid,30,1058
reversed,62100,hybrid,50,1036
almost,62100,merge,0,1861
almost,62100,hybrid,5,1608
almost,62100,hybrid,10,1696
almost,62100,hybrid,20,1857
almost,62100,hybrid,30,2019
almost,62100,hybrid,50,2136
random,62200,merge,0,2897
random,62200,hybrid,5,2343
random,62200,hybrid,10,2209
random,62200,hybrid,20,2102
random,62200,hybrid,30,2089
random,62200,hybrid,50,2314
reversed,62200,merge,0,1416
reversed,62200,hybrid,5,1126
reversed,62200,hybrid,10,1005
reversed,62200,hybrid,20,1014
reversed,62200,hybrid,30,1003
reversed,62200,hybrid,50,1036
almost,62200,merge,0,1870
almost,62200,hybrid,5,1624
almost,62200,hybrid,10,1540
almost,62200,hybrid,20,1473
almost,62200,hybrid,30,1435
almost,62200,hybrid,50,1362
random,62300,merge,0,2376
random,62300,hybrid,5,2210
random,62300,hybrid,10,2130
random,62300,hybrid,20,2028
random,62300,hybrid,30,1995
random,62300,hybrid,50,1986
reversed,62300,merge,0,1314
reversed,62300,hybrid,5,1094
reversed,62300,hybrid,10,979
